Type,OdName,AreaName,RegName,DevName,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Immigrants,Sri Lanka,Asia,Southern Asia,Developing regions,23,33,26,29,75,65,81,69,96,68,139,103,75,252,340,763,861,626,420,449,459,526,547,375,310,269,283,385,587,481,529,605,674,634
Immigrants,State of Palestine,Asia,Western Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,6,0,6,1,5,2,5,1,12,5,11,14
Immigrants,Sudan,Africa,Northern Africa,Developing regions,11,6,5,2,6,0,6,4,4,0,1,1,2,2,21,44,102,31,277,89,61,45,29,19,23,19,21,9,114,44,23,6,13,20
Immigrants,Suriname,Latin America and the Caribbean,South America,Developing regions,1,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,1,2,6,2,0,0,2,2,1,4,0
Immigrants,Swaziland,Africa,Southern Africa,Developing regions,7,8,5,8,5,6,11,8,0,0,0,1,0,6,2,5,4,0,5,5,1,7,2,15,7,5,3,11,8,0,2,0,5,0
Immigrants,Sweden,Europe,Northern Europe,Developed regions,77,52,61,36,44,51,118,149,129,206,100,186,153,127,142,113,157,166,135,167,181,211,228,207,250,237,236,265,318,316,285,357,331,367
Immigrants,Switzerland,Europe,Western Europe,Developed regions,211,176,209,193,197,167,194,223,192,193,235,287,248,247,361,368,281,323,263,239,240,289,338,300,300,292,270,285,263,309,225,238,273,296
Immigrants,Syrian Arab Republic,Asia,Western Asia,Developing regions,11,1,2,0,0,0,3,13,2,4,0,1,13,121,5,291,12,311,10,15,13,64,41,9,22,34,20,34,162,47,43,44,36,74
Immigrants,Tajikistan,Asia,Central Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,13,1,11,1,2,1,2,2,16,1,4,2,1
Immigrants,Thailand,Asia,South-Eastern Asia,Developing regions,125,199,428,551,549,568,543,764,624,395,463,483,549,420,727,747,688,551,354,423,654,643,712,747,619,585,920,1004,833,874,823,833,900,817
Immigrants,The former Yugoslav Republic of Macedonia,Europe,Southern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,157,379,94,44,36,27,58,42,26,22,43,33,11,27,17,12,8,21,18
Immigrants,Timor-Leste,Asia,South-Eastern Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,3,4,7,9,11,13,33,34,37,30
Immigrants,Togo,Africa,Western Africa,Developing regions,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,5,0,3,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
Immigrants,Tokelau,Oceania,Polynesia,Developing regions,29,39,21,26,15,22,30,54,57,51,54,42,35,25,64,61,49,67,40,24,38,27,25,49,67,61,31,35,67,47,46,29,41,41
Immigrants,Tonga,Oceania,Polynesia,Developing regions,244,233,212,282,408,298,315,411,389,368,326,266,317,408,424,481,475,521,566,562,577,580,517,602,756,925,921,711,785,620,673,620,536,641
Immigrants,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,Developing regions,5,6,9,0,1,0,0,5,8,2,2,4,2,1,0,3,4,3,1,8,4,6,3,5,9,10,8,10,7,6,7,8,5,15
Immigrants,Tunisia,Africa,Northern Africa,Developing regions,1,0,0,0,6,1,2,0,0,0,0,2,0,1,5,0,1,0,0,0,8,7,1,1,4,1,4,1,0,1,5,1,0,4
Immigrants,Turkey,Asia,Western Asia,Developing regions,12,1,1,1,12,6,6,15,11,20,14,26,28,47,60,47,51,56,31,46,44,65,64,53,49,52,54,46,73,65,68,76,63,63
Immigrants,Turkmenistan,Asia,Central Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0
Immigrants,Turks and Caicos Islands,Latin America and the Caribbean,Caribbean,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0,0,0,0,2,4,3,0,1,5,3,2,4,6,0,5
Immigrants,Tuvalu,Oceania,Polynesia,Developing regions,6,7,3,16,8,20,22,14,17,16,25,10,29,19,26,25,37,28,46,13,34,25,29,25,25,23,38,36,28,40,38,24,45,70
Immigrants,Uganda,Africa,Eastern Africa,Developing regions,0,2,4,1,1,1,2,0,3,0,4,12,7,7,7,6,7,9,12,15,4,21,12,10,7,13,3,7,56,80,29,12,12,4
Immigrants,Ukraine,Europe,Eastern Europe,Developed regions,0,4,0,0,0,0,0,0,0,0,0,0,83,18,24,179,110,105,56,41,58,78,106,69,40,47,54,44,37,35,40,58,70,73
Immigrants,United Arab Emirates,Asia,Western Asia,Developing regions,30,53,36,36,23,53,48,45,68,43,30,21,44,69,166,362,296,260,284,214,266,373,431,378,401,346,249,310,302,471,536,572,552,523
Immigrants,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Developed regions,11079,12406,11001,8322,6575,7505,10670,12092,11285,10333,12013,11779,10858,11510,13016,14382,14964,13002,12359,14512,13938,16844,18835,21317,20981,22013,22695,19381,18655,17391,14341,14633,13990,13938
Immigrants,United Republic of Tanzania,Africa,Eastern Africa,Developing regions,30,34,27,7,3,6,8,15,15,19,15,18,14,25,30,42,16,33,52,29,22,26,28,19,19,103,24,34,32,56,41,39,19,25
Immigrants,United States of America,Northern America,Northern America,Developed regions,2073,2213,2337,2155,1930,2094,2307,2583,2077,2165,2314,2179,2321,2354,2934,3013,2912,2785,2452,2543,2516,2782,3244,3573,3451,3674,3636,3540,3658,3562,3491,3714,3607,3894
Immigrants,United States Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,1,0,0,1,0,1,0,0,2,1,3,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,3,0,0,1,0,0,0
Immigrants,Uruguay,Latin America and the Caribbean,South America,Developing regions,2,4,2,2,4,1,1,3,5,0,0,7,7,4,6,10,17,20,13,6,12,5,16,8,19,28,43,43,100,86,112,147,134,156
Immigrants,Uzbekistan,Asia,Central Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,6,2,4,10,20,15,16,8,5,3,7,14,2,5,8,13
Immigrants,Vanuatu,Oceania,Melanesia,Developing regions,40,38,38,61,65,45,32,44,48,65,62,70,67,53,79,86,74,51,70,51,66,68,51,78,43,69,58,41,68,71,102,82,103,82
Immigrants,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,Developing regions,10,6,16,19,1,9,9,8,5,27,2,4,3,6,7,6,3,10,7,21,9,10,7,11,8,11,5,14,11,10,11,13,9,9
Immigrants,Viet Nam,Asia,South-Eastern Asia,Developing regions,1240,175,82,151,223,139,192,46,107,619,295,300,101,28,47,58,51,99,70,73,183,312,352,326,235,267,259,318,446,514,612,512,533,539
Immigrants,Wallis and Futuna Islands,Oceania,Polynesia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,2,1,4,1,1,0,2,8
Immigrants,Western Sahara,Africa,Northern Africa,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Immigrants,Yemen,Asia,Western Asia,Developing regions,0,1,3,1,0,1,6,1,0,0,2,0,4,2,17,142,169,54,55,29,12,10,11,9,7,2,3,7,18,1,8,1,4,17
Immigrants,Zambia,Africa,Eastern Africa,Developing regions,27,25,29,21,23,18,22,28,21,30,26,40,24,42,135,128,96,57,61,40,23,16,29,33,33,36,45,35,64,51,44,29,53,17
Immigrants,Zimbabwe,Africa,Eastern Africa,Developing regions,79,63,71,49,55,45,60,55,69,57,43,45,36,70,94,130,81,31,42,57,250,476,527,413,334,257,274,264,348,199,118,92,66,62
Immigrants,Unknown,Unknown,Unknown,Unknown,4601,4367,4764,3678,3537,3291,2912,2131,4051,5020,5372,4214,4276,5111,4223,6748,7712,5603,4451,3751,2810,3269,4238,3589,4100,3069,3210,3249,2987,2447,3033,3859,4467,4463
